company_name,category,job_req_noun,job_add_noun,job_due_noun,title
베스텔라랩,MLE,"['경력', '프로그래밍', '국', '영문', '학술', '논문', '전문', '아티', '리딩', '영역', '분야', '리서치', '전문용어', '통합', '사고력', '논리', '사고', '접근', '방법']","['통계', '수학', '전공자', '센서', '신호', '분석', '응용', '알고리즘', '개발', '개발', '분석', '측위', '기술', '과제', '시스템', '구현', '머신', '러닝', '알고리즘', '개발', '자율', '주행', '시스템', '전반', '구조', '차량', '동력', '학']","['기술', '리눅스', '자율', '주행', '차량', '제어', '프로그램', '개발', '자사', '측위', '알고리즘', '개선', '엔진', '고도화', '라이', '카메라', '동체', '탑재', '센서', '측위', '알고리즘', '개발', '기술', '개발', '사업', '기획', '시장', '조사']",자율주행 연구원(경기/대구)(전문연구요원가능)
카이어,MLE,"['최신', '딥', '러닝', '기계학습', '이론', '최신', '딥', '러닝', '기계학습', '논문', '구현', '프로그래밍', '실무', '주위', '동료', '오픈', '마인드', '의사소통', '문제', '해결', '논리', '문제', '원인', '끈기', '문제', '끝', '해결', '문제해결', '지식', '습득', '학습', '스스로', '설정', '본인', '자기', '관리', '프로', '의식']","['전공', '박사', '학위', '프로그래밍']","['딥', '러닝', '머신', '시계열', '분석', '빅데이터', '분석', '알고리즘', '연구', '개발', '환경', '극복', '딥', '러닝', '알고리즘', '연구', '개발', '최신', '기계학습', '알고리즘', '연구', '논문', '작성', '기계학습', '알고리즘', '소프트웨어', '솔루션', '개발']",인공지능 연구개발
메디트(Medit),MLE,"['개발', '경력', '경력', '상처리', '머신', '개발', '프로그램', '자']","['주요', '협업', '도구', '기술', '분야', '관', '호기심', '학습', '목표', '주인', '의식', '동료', '커뮤니케이션', '팀', '협업', '종', '업계', '경력']","['신규', '기능', '개발', '최적화', '서비스', '적용', '지속', '학습', '모델', '업데이트', '학습', '수집', '정제', '검수', '관리']",Ai Engineer
라온메디,MLE,"['머신', '러닝', '프레임워크', '분석', '파이프', '라이닝', '구성', '용량', '처리', '개발', '도구', '개발자', '분석', '내부', '구성원', '협업', '커뮤니케이션']","['머신', '러닝', '딥', '러닝', '모델', '개발', '모델', '실제', '서비스', '적용', '운영', '의료', '상용', '의료', '처리', '분야', '석사', '학위', '분야', '경력', '분석', '머신', '러닝', '경진', '대회', '수상', '경력', '운영', '환경', '기타', '사항', '메디', '스테이지', '스타트업', '모회사', '로부터', '투자', '시작', '향', '조직', '문화', '팀', '프로젝트', '별로', '셋', '과정', '성남시', '분당', '신촌', '연세대학교', '내', '곳', '위치', '경기도', '성남시', '분당구', '판교로', '호', '서울', '서대문구', '연세', '연세대학교', '광', '혜관', '온', '고용', '형태', '정규직', '개월', '수습', '계약', '후', '정규직', '채용', '수습', '급여', '지급', '지원', '전', '입사', '위해', '사항', '문의', '주시', '답변']","['의료', '분석', '속', '영감', '아이디어', '가치', '인공', '지능', '틀', '기존', '서비스', '사용자', '시스템', '만듭니', '기존', '시스템', '문제', '파악', '문제', '인공', '지능', '모델', '만듭니', '머신', '러닝', '딥', '러닝', '모델', '실험', '마침내', '서비스', '환경', '안정', '배포', '운영', '구축', '모델', '지속', '개선', '서비스', '품질', '향상', '문제', '해결', '최적', '환경', '제안', '위해', '최신', '기술', '방법론', '적극', '시험', '적용', '협업', '환경', '구축', '힘', '위해', '토의', '기술', '도구', '시험', '적용']",AI Engineer
비에이치에스엔,MLE,"['개발', '실무', '경력', '거나', '기본', '지식', '가지', '언어', '모델', '이용', '방법론', '형태소', '분석', '사전', '구성', '자연어', '검색', '이용', '코드', '관리', '배포']","['프로젝트', '상용', '서비스', '배포', '머신', '러닝', '오픈소스', '기여', '컴퓨터과학', '머신', '러닝', '전공', '박사', '학위', '소지', '분야', '국제', '컨퍼런스', '출판']","['자사', '서비스', '설계', '구현', '길이', '입력', '강건', '서치', '모델', '개발', '로직', '설계', '파이프라인', '설계']",Search Engineer
테스트웍스,MLE,"['학사', '석사', '학위', '딥', '러닝', '모델', '개발']","['실제', '서비스', '개발', '실무', '상용', '서비스', '어플리케이션', '개발', '개발', '도전', '의식', '논문', '특허', '발굴', '오픈소스', '코드', '레벨', '디버깅', '커스터', '마이', '징', '논문', '내용', '코드', '구현']","['셋', '자동', '가공', '모듈', '학습', '셋', '가공', '자동화', '형태', '자동화', '모듈', '개발', '형태', '형식지', '서비스', '개발', '클라우드', '서버', '뿐', '서비스', '발굴', '개발', '솔루션', '개발', '영상', '문서', '음성', '미디어', '분석', '서비스', '발굴', '개발', '용량', '자동', '분류', '비', '식별', '증강', '처리', '분야', '머신', '러닝', '딥', '러닝', '솔루션', '개발', '비즈니스', '문제', '해결', '머신', '러닝', '딥', '러닝', '문제해결', '방법', '연구', '개발', '포함', '머신', '러닝', '딥', '러닝', '시스템', '구성', '최적화', '서버', '효과', '딥', '러닝', '모델', '서비스', '시스템']",AI 엔지니어 (병역특례 가능)
에너자이(ENERZAi),MLE,"['공통', '학부', '학년', '프로젝트', '딥', '러닝', '프레임워크', '프로젝트', '석사', '학위', '취득', '졸업', '예정자', '통합', '과정', '수료', '포함', '산업', '기능', '현역', '상황', '고려', '채용', '진행', '개별', '문의']","['이미지', '신호', '처리', '딥', '러닝', '모델', '최적화', '계열', '학회', '널', '게재', '경력', '전공', '석사', '박사', '학위', '시', '경력', '인정']","['알고리즘', '개발', '형태', '처리', '딥', '러닝', '모델', '경량', '알고리즘', '개발', '고려', '딥', '러닝', '모델', '설계', '경량', '알고리즘', '개발', '탑재', '경량', '모델', '개발']",(전문연구요원 가능) ML Engineer/Researcher
핵클(Hackle),MLE,"['서버', '개발', '작업']","['서비스', '개발', '익숙', '치', '강점', '평소', '호기심', '핵', '기술']","['양', '인간', '행동', '수집', '마', '이닝', '인사이트', '도출', '의사결정', '일련', '과정', '프레임워크', '제품', '개발', '스팀', '소속', '팀', '협력', '세계', '수준', '실험', '플랫폼', '고객', '분석', '플랫폼', '비지니스', '의사결정', '구축', '핵', '개발', '아이디어', '전략', '수립']",Full Stack Software Engineer (3년 이상)
셀렉트스타,MLE,"['컴퓨터공학', '분야', '학사', '학위', '소지', '컴퓨터', '딥', '러닝', '프로젝트', '프로그래밍', '언어', '팀', '소통', '지속', '지식', '열정']","['논문', '게재', '영문', '논문', '구현', '어려움', '문제', '본질', '파악', '정리']","['셀렉', '트', '스타', '팀', '이미지', '구축', '위해', '딥', '러닝', '모델', '최적', '방법', '연구', '팀', '하니', '관심', '담당', '모델', '연구', '개발', '프로젝트', '요구', '사항', '기존', '딥', '러닝', '모델', '수정', '개선', '딥', '러닝', '모델', '최적화', '방안', '모색', '채용', '절차', '서류', '전형', '직무', '컬쳐', '핏', '면접', '처우', '협의', '최종', '합격', '이력서', '파일', '제출', '계정', '기술', '블로그', '포트폴리오', '정보', '작성', '추가', '제출', '서류', '제출']",AI Vision 연구원
누비랩,MLE,"['동료', '라이브러리', '공간', '계산', '미분적분학', '선형대수학', '학습', '성장', '관심', '자기', '개발', '위해', '노력', '동료', '커뮤니케이션', '피드백']","['사내', '개발', '문화', '만들기', '적극', '참여', '정제', '필드', '취득', '노이즈', '포함', '정제', '분석', '성향', '분과', '열망', '선호', '목표', '설정', '문제', '해결', '위해', '과정', '누구', '여러', '관점', '맥락', '파악', '선호', '조직', '팀', '서비스', '관점', '목표', '해결', '문제', '무엇', '정의', '분과', '상대방', '존중', '본질', '집중', '의사소통', '선호', '기술', '스택', '개발', '협업', '툴', '조건', '다음', '형태', '정규직', '프로', '베이', '션', '개월', '급여', '지급', '서울특별시', '강남구', '테헤란로', '덕', '빌딩', '층', '삼성역', '도보', '요일', '시간', '주', '주', '처우', '보상', '개인', '바탕', '인터뷰', '후', '협의', '채용', '절차', '채용', '프로세스', '서류', '전형', '차', '전화', '인터뷰', '차', '실무', '인터뷰', '레퍼런스', '체크', '차', '인터뷰', '차', '실무', '인터뷰', '합격', '경우', '레퍼런스', '체크', '차', '인터뷰', '결과', '종합', '고려', '처우', '협의', '진행', '여부', '결정', '레퍼런스', '체크', '절차', '차', '인터뷰', '진행', '여부', '결정', '영향', '주지', '점', '참고', '서류', '안내', '이력서', '포트폴리오', '깃허브', '주소', '선택', '안내', '사항', '모든', '서류', '형식', '링크', '제출', '인터뷰', '안내', '차', '전화', '인터뷰', '진행', '전화', '인터뷰', '최대', '소요', '전화', '인터뷰', '지원', '동기', '비롯', '경력', '사항', '확인', '앞', '바', '질문', '차', '실무', '인터뷰', '실무', '진과', '진행', '대면', '인터뷰', '가량', '소요', '제출', '주신', '서류', '직무', '리뷰', '레퍼런스', '체크', '후보자', '리뷰', '스펙', '터', '플랫폼', '진행', '차', '인터뷰', '진행', '대면', '인터뷰', '가량', '소요', '누비', '랩', '조직', '문화', '방식', '이야기', '시간', '전형', '절차', '내부', '상황', '변동', '지원', '내용', '허위', '사실', '경우', '합격', '취소']","['합류', '카메라', '취득', '이미지', '이용', '음식', '계산', '알고리즘', '개발', '단체', '급식', '소', '식판', '개별', '식기', '음식', '계산', '샘플', '급식', '소', '제공', '음식', '이용자', '섭취량', '계산', '거나', '급식', '소', '잔반', '현황', '분석', '식판', '식기', '형상', '알', '경우', '경우', '알고리즘', '설계', '달리', '카메라', '보이지', '식판', '음식', '바닥', '포인트', '공간', '정의', '음식', '양', '추정', '급식', '소', '취득', '특성', '반영', '테스트', '셋', '알고리즘', '정확도', '측정', '개선', '음식', '양', '대량', '값', '축적', '상황', '알고리즘', '성능', '향상', '객관', '확보', '음식', '양', '계산', '알고리즘', '서비스', '목적', '개발', '영양사', '개인', '전달', '리포트', '생', '목적', '정확도', '알고리즘', '계산', '현장', '실시간', '잔반', '제로', '달성', '여부', '확인', '음식', '계산', '알고리즘', '개발', '이내', '응답', '목표', '실제', '음식', '음식', '모형', '이용', '알고리즘', '개발', '출시', '카메라', '테스트', '기존', '카메라', '성능', '사용성', '비교']",3D Vision 엔지니어
클레,MLE,"['컴퓨터', '개발', '경력', '전공', '석사', '학위', '가지', '계시', '직', '의사소통', '협업', '문제', '해결', '거나', '기술', '흥미', '자료', '찾기', '위해', '기타', '커뮤니티', '검색', '자기', '주도', '개발', '스스로', '동기', '부여', '해외', '출장']","['컴퓨터', '학위', '가지', '논문', '출판', '차원', '머신', '개발', '차원', '기하학', '기구학', '선형대수', '최적화', '이론', '영문', '자료', '참고', '해외', '커뮤니티', '소통', '문제', '해결', '영어실력', '줄', '알']","['자동화', '공정', '문제', '정의', '해결', '위해', '대상', '환경', '취득', '패턴', '발견', '알고리즘', '개발', '기존', '알고리즘', '경우', '효율', '성과', '완성', '고민', '최신', '기술', '동향', '기적', '파악', '프로덕트', '개발자', '현장', '레이', '터', '주로', '협업', '구체', '요즘', '머신', '시장', '차원', '차원', '템플릿', '매칭', '정밀', '차원', '로부터', '위치', '인식', '거리', '계산', '수준', '표면', '차', '검사', '수요', '폭발', '증가', '클레', '클래식', '차원', '컴퓨터', '차원', '법', '머신', '러닝', '최적화', '시각', '시뮬레이션', '차원', '머신', '관', '지식', '습득']",3차원 머신비전 알고리즘 개발자
모빌린트,MLE,"['딥', '러닝', '프레임워크', '프로그래밍', '언어', '딥', '러닝', '모델', '개발', '전체', '프로세스', '최종', '성적', '증명서', '제출']","['경량', '딥', '러닝', '모델', '학습', '개발', '논문', '실적', '컴퓨터', '딥', '러닝', '모델', '학습', '딥', '러닝', '핵심', '산들']","['별', '최적화', '딥', '러닝', '모델', '연구', '설계', '딥', '러닝', '모델', '경량', '연구', '적용', '최신', '연구', '동향', '각종', '최신', '딥', '러닝', '알고리즘', '연구', '고객', '분석', '딥', '러닝', '모델', '학습', '딥', '러닝', '모델', '학습', '툴', '개발']",Deep Learning Research Engineer (전문연구요원 가능)
플라잎,MLE,"['숙련', '숙련', '지식', '연구개발']","['프로젝트', '연구', '최신', '논문', '모니터링', '관심', '로봇', '전반', '배경', '지식', '언어', '최적화', '성능', '개선', '연구', '상용', '소프트웨어', '개발', '해당', '분야', '석사', '박사', '학위', '경력']","['역할', '연구', '개발', '최적화', '경량']",Deep Learning Engineer(전문연구요원 가능)
알지에이아이엔씨(RGA Inc.),MLE,"['공', '계열', '학', '석사', '상응', '경력', '소지', '전공', '분야', '한가지', '프로젝트', '논문', '기술', '문서', '바탕', '모델', '구현', '프로젝트', '협업', '지원', '불가']","['전공', '분야', '박사', '실무', '경력', '연봉', '반영', '프로젝트', '관', '극복', '제한', '리소스', '환경', '모델', '국제', '학술', '대회', '논문', '게재', '멀티', '센서', '퓨전', '기술', '구현', '기술', '개발', '협업', '툴', '등등', '전반', '협업', '배포', '수학', '사고', '통계', '최적화', '수학', '이론', '영어', '능통']","['모델', '기법', '적용', '안정', '추론', '모델', '개발', '구성', '환경', '모델', '최신', '리뷰', '성능', '향상', '구현']",AI Vision Engineer
인핸스(Enhans),MLE,[],[],"['요구', '사항', '기술', '예', '감독', '비지', '학습', '선택', '모델', '선정', '알고리즘', '구현', '학습', '평가', '설계', '테스트', '최적화', '메', '트릭', '검증', '방법', '성능', '평가', '정확도', '정밀도', '효율', '포함', '교차', '팀', '협력', '기계', '학습', '비즈니스', '개선', '전략', '목표', '달성']",[100억↑투자] Machine Learning (ML) Engineer
앤서스랩코리아,DE,"['학사', '상응', '배경', '지식', '관계', '데이터베이스', '서비스', '개발', '정규화', '인덱스', '전략', '수립', '쿼리', '플랜', '분석', '튜닝', '관계', '데이터베이스', '엔터프라이즈', '환경', '개발', '언어', '하나', '언어', '하나', '서비스', '개발']","['분산', '처리', '플랫폼', '개발', '이용', '패턴', '서비스', '설계', '개발', '제품', '응용', '서비스', '구현', '운영']","['동작', '유닛', '개발', '관계', '분석', '추출', '요구사항', '관계', '구조', '설계', '개발', '각국', '정부', '규정', '공급']",[Platform]Database/Data Processing Engineer
티비유,DE,"['파이프라인', '개발', '운영', '이용', '설계', '개발', '수치', '표현', '통계', '시각', '지식', '시스템', '구축', '검색', '추천', '광고', '모빌리티', '도메인', '파이프라인', '구축', '운영', '고도화']","['환경', '파이프라인', '구축', '구축', '운영', '데이터베이스', '처리', '어플리케이션', '특성', '개발', '서비스', '개발', '문제', '정의', '모델링', '파이프라인', '구축', '모델', '서빙', '개발', '운영', '검증', '전', '과정']","['충전', '배달', '충전', '소', '검색', '마이카', '서비스', '발생', '전기차', '모빌리티', '파이프라인', '구축', '고도화', '서비스', '정합', '검증', '개발', '통계', '지식', '바탕', '서비스', '운영', '확장', '최적', '파이프라인', '구축', '전기차', '문제', '정의', '검색', '추천', '시스템', '고도화', '충전', '배달', '알고리즘', '고도화', '진행']",Data Engineer
누비랩,DE,"['동료', '경력', '오픈', '소스', '솔루션', '플랫폼', '개발', '운영', '용량', '처리', '분석', '시스템', '요구', '사항', '구축', '이용', '빅데이터', '처리', '운영', '기술', '프로젝트', '관리', '문제', '해결', '창의성', '혁신', '결과', '지향', '사고']","['환경', '설계', '구축', '문제', '해결', '해결', '문제', '아키텍처', '설계', '동료', '커뮤니케이션', '피드백', '협업', '기술', '스택', '협업', '툴', '성향', '분과', '열망', '선호', '목표', '설정', '문제', '해결', '위해', '과정', '누구', '여러', '관점', '맥락', '파악', '선호', '조직', '팀', '서비스', '관점', '목표', '해결', '문제', '무엇', '정의', '분과', '상대방', '존중', '본질', '집중', '의사소통', '선호', '조건', '다음', '형태', '정규직', '프로', '베이', '션', '개월', '급여', '지급', '서울특별시', '강남구', '테헤란로', '덕', '빌딩', '층', '삼성역', '도보', '요일', '시간', '주', '주', '처우', '보상', '개인', '바탕', '인터뷰', '후', '협의', '채용', '절차', '채용', '프로세스', '서류', '전형', '차', '전화', '인터뷰', '차', '실무', '인터뷰', '레퍼런스', '체크', '차', '인터뷰', '차', '실무', '인터뷰', '합격', '경우', '레퍼런스', '체크', '차', '인터뷰', '결과', '종합', '고려', '처우', '협의', '진행', '여부', '결정', '레퍼런스', '체크', '절차', '차', '인터뷰', '진행', '여부', '결정', '영향', '주지', '점', '참고', '서류', '안내', '이력서', '포트폴리오', '깃허브', '주소', '선택', '안내', '사항', '모든', '서류', '형식', '링크', '제출', '인터뷰', '안내', '차', '전화', '인터뷰', '진행', '전화', '인터뷰', '최대', '소요', '전화', '인터뷰', '지원', '동기', '비롯', '경력', '사항', '확인', '앞', '바', '질문', '차', '실무', '인터뷰', '실무', '진과', '진행', '대면', '인터뷰', '가량', '소요', '제출', '주신', '서류', '직무', '리뷰', '레퍼런스', '체크', '후보자', '리뷰', '스펙', '터', '플랫폼', '진행', '차', '인터뷰', '진행', '대면', '인터뷰', '가량', '소요', '누비', '랩', '조직', '문화', '방식', '이야기', '시간', '전형', '절차', '내부', '상황', '변동', '지원', '내용', '허위', '사실', '경우', '합격', '취소']","['합류', '누비', '랩', '스캐너', '음식', '스캔', '음식', '종류', '양', '분석', '기술', '개발', '개인', '식', '습관', '수집', '분석', '헬', '스케', '시장', '가치', '창', '출하', '친환경', '키친', '솔루션', '음식', '시장', '산업', '혁신', '엔지니어', '누비', '랩', '빅데이터', '분석', '최적화', '플랫폼', '설계', '구축', '누비', '랩', '발생', '음식', '스캔', '영상', '분석', '서비스', '정보', '효율', '처리', '플랫폼', '설계', '구축', '분석', '목적', '실시간', '배치', '작업', '운영', '최적', '만', '애플리케이션', '환경', '운영', '운영', '환경', '만', '용량', '효율', '처리', '방법', '고민', '만']",데이터 엔지니어
오케스트로,DE,"['파이프라인', '구축', '생', '수집', '가공', '후', '저장']","['구조', '효율', '가능', '하나', '프로그래밍', '언어', '프로세스', '구축', '레이크', '구축', '운영', '서비스', '모니터링', '환경', '구축', '관리', '트러블', '슈팅', '수집', '개선', '구축', '가능']","['외부', '원천', '수집', '가공', '적재', '티어', '파이프라인', '설계', '구축', '처리', '테스트', '담당', '작성']",Data Engineer (Cloud)
인핸스(Enhans),DE,[],[],"['소스', '정형', '비정', '수집', '처리', '최적', '성능', '안정', '무결', '보장', '확장', '파이프라인', '시스템', '설계', '개발', '통합', '추출', '변환', '로드', '프로세스', '구현', '과학자', '분석', '기타', '관계자', '협력', '요구', '사항', '정의', '구체화', '소스', '식별', '분석', '보고', '즉시', '스토리', '솔루션', '개발', '관리', '파이프라인', '시스템', '성능', '모니터링', '최적화', '파티', '셔닝', '인덱싱', '캐싱', '기술', '구현']",[100억↑투자] Data Engineer
페이히어,DE,"['경력', '엔지니어', '위해', '프로그래밍', '언어', '개', '용량', '처리', '파이프라인', '실시간', '배치', '개발', '분석', '시각', '도구']","['클라우드', '환경', '용량', '파이프라인', '개발', '기술', '금융', '시장', '도메인', '지식', '업계', '더욱']","['인프라', '구성', '운영', '전반', '담당', '의사결정', '위해', '상품', '주문', '결제', '전사', '모든', '수집', '수집', '스트리밍', '배치', '처리', '파이프라인', '설계', '최적화', '진행', '타', '부서', '소통', '분석', '과제', '정의', '해결']",데이터 엔지니어
오케스트로,DE,"['파이프라인', '구축', '생', '수집', '가공', '후', '저장']","['구조', '효율', '가능', '하나', '프로그래밍', '언어', '프로세스', '구축', '레이크', '구축', '운영', '서비스', '모니터링', '환경', '구축', '관리', '트러블', '슈팅', '수집', '개선', '구축', '가능']","['외부', '원천', '수집', '가공', '적재', '티어', '파이프라인', '설계', '구축', '처리', '테스트', '담당', '작성']",Data Engineer (Cloud)
지엔터프라이즈,DE,"['엔지니어링', '경력', '하나', '언어', '웹', '사이트', '스크', '래핑', '개발', '관리', '운영', '팀', '워', '부서', '협업', '커뮤니케이션', '코드', '가독성', '동료', '리뷰', '중요성', '체감']","['클라우드', '플랫폼', '구축', '워크플로우', '운영', '용량', '파이프라인', '수집가', '분석', '개발', '운영', '백엔드', '프레임워크']","['플랫폼', '파이프라인', '설계', '개발', '시계열', '인프라', '적재', '운영', '프로세스', '개발', '레이크', '설계', '개발']",데이터 엔지니어
카운터포인트리서치,DE,"['데이터베이스', '구조', '이론', '원칙', '모범', '사례', '모델링', '웨어', '징', '파이프라인', '구축']","['자격증', '분석', '리', '포팅', '엔지니어링', '경력', '대기업', '솔루션', '애플리케이션', '설계', '구축', '운영', '개념', '지식', '문제해결', '분석']","['처리', '시스템', '설계', '유지관리', '개발', '구축', '워크플로', '변환', '시각', '대시보드', '안정', '함', '팀', '내부', '외부', '고객', '요청', '사항', '기술', '변환', '해결']",데이터 엔지니어
버즈앤비,DE,"['경력', '실력', '모바일', '앱', '서비스', '플랫폼', '서비스', '사업', '고객', '중심', '사고', '의사결정', '직', '협업', '커뮤니케이션', '분석', '프로젝트', '성과', '보신']","['클라우드', '환경', '분석', '플랫폼', '광', '고트', '킹', '플랫폼', '구축', '운영', '상용', '서비스', '처음', '개발', '운영', '본인', '기술', '타인', '설명']","['유튜브', '트위치', '인스타그램', '틱톡', '플랫폼', '집기', '구현', '파이프라인', '유지', '보수', '로그', '수집', '처리', '서비스', '모델링', '가공', '처리', '머신', '러닝', '인공', '지능', '모델', '개발', '이미지', '분류', '채용', '전형', '서류', '전형', '과제', '전형', '구현', '과제', '인터뷰', '처우', '협의', '최종', '합격']",Data Engineer (3년 이상)
