company_name,industry,dt_ym,ct_1st,ct_2nd,job_req_noun,job_add_noun,job_due_noun,title
심플키,"전문, 과학기술",2023-09,Management & Business,Operations Manager,"['커뮤니케이션', '스킬', '글쓰기', '말', '협업', '툴', '노션', '구글', '시트', '피드백', '통해', '지속', '책임감', '문제', '해결', '통해', '보람']","['스타트업', '운영', '직무']","['컨설팅', '전반', '참여', '내부', '프로세스', '효율', '컨설팅', '교육', '프로그램', '개발', '고객', '커뮤니케이션', '진행', '기타', '지원']",업무 시스템 컨설턴트
이젤(Eazel),"IT, 컨텐츠",2023-03,IT,Back-end Engineer,"['컴퓨터', '공학', '전공', '전공', '지식', '보유', '활용', '프로젝트', '기본', '이해', '기본', '이해', '클린', '코드', '대해', '관심', '형상', '관리', '시스템', '통해', '협업', '개발자', '로서', '성장', '욕심', '가장', '기술', '스택', '협업', '툴']","['개발', '학업', '외', '토이', '프로젝트', '진행', '개발', '위', '본인', '방법론', '이야기', '프로젝트', '개발', '유지', '보수', '테스트', '코드', '기반', '개발', '보신', '기반', '사용']","['기반', '글로벌', '미술', '전시', '컨텐츠', '서비스', '백엔드', '비즈니스', '로직', '개발', '서비스', '품질', '향상', '위', '최적화', '리서치', '진행', '서비스', '운영', '위해', '백오피스', '시스템', '설계', '구현']",백엔드 엔지니어 (경력 - 2~3년차)
오웰헬스,"IT, 컨텐츠",2023-12,Marketing & Advertising,Marketer,"['인하', '우스', '마케터로', '이상', '경력', '데이터', '통계', '기반', '의사결정', '가능', '데이터', '분석', '툴', '사용', '기본', '이해', '기본', '영어', '실력']","['창업', '성공', '실패', '무관', '초기', '스타트업', '정신건강', '서비스', '이해도', '예', '상담', '실제', '제품', '이용', '심리학', '정신의학', '라운드', '글로벌', '시장', '마케팅', '카피라이팅', '능력', '글쓰기', '능력']","['컨텐츠', '운용', '전략', '수립', '집행', '정신건강', '컨텐츠', '작성', '컨텐츠', '게재', '채널', '관리', '홈페이지', '블로그', '관리', '제품', '메세지', '무드', '공감', '능력', '트렌드', '감수성', '글쓰기', '능력']",콘텐츠 마케터
트릿지,"IT, 컨텐츠",2023-12,Management & Business,Strategic Planner,"['데이터', '분석', '활용', '능력', '통해', '바탕', '경영', '전략', '전술', '도출', '보고서', '작성', '활용', '능력', '이상', '이하', '경력', '영기획', '사업', '전략', '경영', '관리', '컨설팅사', '전략', '컨설팅', '경력', '이상', '실행', '능력', '커뮤니케이션', '능력', '영어', '회사', '전반', '역할', '러닝', '커브', '그릴']","['강점', '더욱', '사내', '임원진', '기업', '내', '주요', '의사결정', '협업', '한국어', '영어', '의사소통', '열망', '사고방식', '활동']","['트릿지', '전사', '경영', '계획', '수립', '리드', '경영', '성과', '분석', '관리', '경영', '전반', '데이터', '분석', '통해', '바탕', '경영', '전략', '전술', '도출', '경영', '진의', '의사결정', '지원', '부서', '협업', '트릿지', '재무', '인적', '자원', '효율', '배분', '계획', '회사', '성장', '선도', '수행', '전사', '경영', '계획', '수립', '리드', '경영', '성과', '분석', '관리', '연간', '장기', '계획', '수립', '월간', '분기', '별로', '관리', '경영', '성과', '실적', '관리', '분석', '통해', '최적', '운영', '방안', '도출', '데이터', '분석', '통해', '영진', '의사결정', '지원', '지시', '사항', '관리', '영진', '의사결정', '위', '분석', '자료', '준비', '검토', '의사결정', '제안', '회사', '주요', '현안', '점검', '영진', '지시', '사항', '추진', '현황', '점검', '관리', '경영', '파악', '원인', '분석', '해결', '방안', '제시', '사업', '체계', '수립', '개선', '위', '프로젝트', '발굴', '추진', '부서', '간', '발생', '파악', '원인', '분석', '해결', '방안', '영진', '제시']",[1500억↑투자] Corporate Strategy & Planning (7-10Y)
스매치코퍼레이션,부동산,2023-12,Sales,Account Manager,"['부동산', '공유', '오피스', '업계', '관심', '열정', '고객', '잠재', '고객', '상태', '소통', '커뮤니케이션', '계약', '당사자', '사이', '계약', '조율', '성사', '협상', '능력', '가지', '활동', '긍정', '성격', '소유자']","['부동산', '업계', '공유', '오피스', '재직', '공인', '중개사', '자격증', '소유자']","['공유', '오피스', '희망', '고객', '비교', '견적', '컨설팅', '제공', '기존', '고객', '관리', '신규', '고객', '발굴', '적합', '매물', '서치', '견적', '제공', '제안', '현장', '투어', '임대차', '계약', '내용', '검토', '조율']",공유 오피스 임대차 컨설턴트
웨이커,"IT, 컨텐츠",2023-12,IT,System,"['인프라', '운영', '관련', '경력', '이상', '리눅스', '시스템', '엔지니어', '관련', '클라우드', '플랫폼', '구축', '운영', '파이프라인', '구축', '운영', '모니터링', '시스템', '구축', '운영', '대규모', '사용자', '대상', '서비스', '인프라', '아키텍처', '설계']","['트러블', '슈팅', '데이터베이스', '관련', '운영', '컨테이너', '기술', '이해', '개발', '부서', '협업']","['하이브리드', '기반', '인프라', '구축', '운영', '플랫폼', '안정', '운영', '위', '모니터링', '구축', '운영', '프로', '덕트', '개발', '부서', '협업', '대응']",Senior Infra / DevOps Engineer
탈로스,"전문, 과학기술",2023-12,IT,Back-end Engineer,"['다음', '중', '해당', '사항', '모두', '기재', '지원', '개발', '직무', '경력', '보유', '전체', '경력', '중', '서버', '백엔드', '개발', '경력', '이상', '보유', '프론트엔드', '개발자', '협업', '보유', '운영', '보유', '테스트', '코드', '작성', '테스트', '자동화', '프로세스', '개발', '보유', '클라우드', '인프라', '사용', '보유', '형', '서비스', '백엔드', '개발', '보유', '설계', '관리', '보유']","['풀', '스택', '사용', '개발', '조직', '운영', '팀', '리드', '계열', '졸업']","['프론트엔드', '개발자', '백엔드', '개발자', '협업', '기존', '서비스', '고도화', '신규', '서비스', '개발', '채용', '절차', '서류', '전형', '가지', '제출', '차', '면접', '코딩', '테스트', '실무', '진', '면접', '차', '면접', '임원', '면접', '레퍼런스', '체크', '처우', '협의', '최종', '합격', '서류', '전형', '이력서', '포트폴리오', '제출', '포트폴리오', '설명', '포트폴리오', '형식', '자유', '포트폴리오', '설명', '아래', '세', '가지', '항목', '모두', '포함', '형식', '무관', '포트폴리오', '설명', '가장', '자랑', '부분', '가장', '부분', '차', '면접', '라이브', '버벌', '코딩', '테스트', '서류', '기반', '실무', '진', '면접', '본사', '방문', '대면', '면접', '진행', '차', '면접', '임원', '면접', '본사', '방문', '대면', '면접', '진행', '레퍼런스', '체크', '능력', '이력서', '사실', '확인', '위', '레퍼런스', '체크', '진행', '지정', '레퍼런스', '체크', '진행', '지원', '시', '주의', '사항', '개월', '수습', '기간', '포트폴리오', '제출', '시', '초과', '경우', '링크', '기재', '이력서', '포트폴리오', '포트폴리오', '설명', '모두', '제출', '가지', '서류', '모두', '제출', '경우', '서류', '미비', '분류', '서류', '탈락', '처리']",백엔드 개발자(미들~시니어)
아이메디신,"IT, 컨텐츠",2023-12,IT,Android Developer,"['기업', '개발', '리더', '팀', '경력', '커뮤니케이션', '스킬', '보유', '책임감', '가지', '팀원', '모범', '보이', '팀원', '분석', '설계', '가능', '아키텍처', '설계', '가능', '문제해결', '능력', '보유']","['서비스', '개발', '리더', '팀', '경력', '비즈니스', '영어', '가능']","['개발', '팀', '실무', '팀', '실무', '팀', '운영', '관', '전반', '역할', '함', '개발', '팀', '전반', '운영', '관리', '요구', '사항', '서비스', '아키텍처', '정립', '문서', '코드', '리뷰', '팀', '리딩', '소프트웨어', '품질', '관리', '개발', '실무']",개발 실무 팀장
아이메디신,"IT, 컨텐츠",2023-12,IT,Back-end Engineer,"['관련', '경력', '이상', '백엔드', '경력', '상응', '스킬', '보유', '개발', '가능', '객체지향', '개발', '이해도', '서비스', '개발', '유']","['최신', '기술', '동향', '파악', '접목', '어려움', '서비스', '이해', '확장', '염두', '개발', '임', '병역', '특례', '언어', '프레임워크', '학습', '적용', '어려움']","['모집', '부문', '개발자', '채용', '형태', '정규직', '요일', '평일', '주', '기본', '근로시간', '점심', '휴게', '개월', '단위', '시차제', '신청', '가능', '사이', '출근시간', '선택', '가능', '급여', '수준', '면접', '시', '협의']",back-end 개발자 4년차 이상 사본
탈로스,"전문, 과학기술",2023-12,IT,Front-end Engineer,"['경력', '무관', '계열', '졸업', '활용']","['사용', '기반', '백엔드', '포트폴리오', '제출', '시', '사용', '사용', '클라우드', '인프라', '사용']","['풀', '스택', '개발', '프론트엔드', '개발자', '백엔드', '개발자', '협업', '기존', '서비스', '고도화', '신규', '서비스', '개발', '채용', '절차', '서류', '전형', '가지', '제출', '제출', '서류', '이력서', '포트폴리오', '제출', '포트폴리오', '설명', '질문', '답변', '포트폴리오', '형식', '자유', '라이브', '버벌', '코딩', '테스트', '서류', '기반', '실무', '진', '면접', '임원', '면접', '처우', '협의', '최종', '합격', '포트폴리오', '설명', '아래', '세', '가지', '항목', '모두', '포함', '형식', '무관', '포트폴리오', '설명', '가장', '자랑', '부분', '가장', '부분', '질문', '다음', '질문', '답변', '모두', '작성', '제출', '형식', '무관', '아래', '세', '개', '하위', '질문', '답변', '포함', '기술', '취미', '인간관계', '화법', '주제', '무관', '때', '무엇', '선택', '무엇', '배움', '과정', '과정', '속', '배움', '방법', '방식', '절차', '수단', '왜', '방법', '방식', '절차', '수단', '회사', '생활', '관련', '개인', '가치관', '성향', '의견', '생각', '아래', '두', '개', '하위', '질문', '답변', '포함', '기술', '때', '회사', '때', '가장', '무엇', '입', '때', '회사', '때', '가장', '무엇', '입']",풀스택 주니어 개발자
인터마인즈,"IT, 컨텐츠",2023-12,IT,DevOps / System Admin,"['연구개발', '경력', '이상', '거나', '네트워크', '분산', '시스템', '이해', '리눅스', '기반', '백엔드', '시스템', '개발', '클라우드', '환경', '서비스', '개발', '운영', '컨테이너', '관련', '개발', '운영', '코드', '리뷰', '긍정', '커뮤니케이션']","['이상', '경력', '관련', '분야', '석사', '이상', '학위', '이미지', '카메라', '비디오', '관련', '서비스', '개발', '이해', '기본', '설계', '학습', '코딩', '스타트업', '업계', '관심', '스타트업', '기업', '문화', '고민', '기술', '관심', '자기개발', '관심', '자기', '주도', '실행', '사용', '보신', '포트폴리오', '제출', '형식', '권장', '산업', '기능', '요원', '전문', '연구', '요원', '지원', '가능']","['완전', '무인', '매장', '솔루션', '개발', '기술', '기반', '리테일', '서비스', '개발', '알고리즘', '효율', '서빙', '위', '시스템', '개발']",Back-end Engineer(2년 이상)
인터마인즈,"IT, 컨텐츠",2023-12,IT,Software Engineer,"['관련', '연구', '개발', '관련', '이상', '연구개발', '딥', '러닝', '라이브러리', '사용', '이용', '개발']","['해당', '분야', '석사', '이상', '학위', '취득', '예정', '관련', '연구', '관련', '학회', '논문', '제출', '이력', '관련', '활용', '모델', '배포', '시스템', '박사', '졸업', '예정자', '기업체', '산학', '과제', '유', '상용', '서비스', '기술', '적용', '관심', '포트폴리오', '제출', '형식', '권장', '산업', '기능', '요원', '전문', '연구', '요원', '지원', '가능']","['전무', '매장', '솔루션', '리테일', '서비스', '위', '알고리즘', '개발', '서비스', '적용', '대량', '영상', '비디오', '데이터', '분석', '알고리즘', '개발', '서비스', '적용']",Computer Vision/Machine Learning Engineer(2년 이상)
덴티움,제조,2023-12,Customer Service,CS Advisor,"['치과', '용', '의료', '장비', '설치', '방사선', '장비', '설치', '차량', '소지', '운전', '가능']","['영어', '가능', '중국어', '가능', '유']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '서빙', '로봇', '설치', '데모', '서빙', '로봇', '상담', '수리', '치과', '용', '설치', '사용자', '교육', '출장', '방문', '지원']",고객지원팀 Chair 팀원(대구)
덴티움,제조,2023-12,Customer Service,CS Advisor,"['치과', '용', '의료', '장비', '설치', '방사선', '장비', '설치', '차량', '소지', '운전', '가능']","['영어', '가능', '중국어', '가능', '유']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '치과', '용', '설치', '사용자', '교육', '출장', '방문', '지원', '온라인', '원격', '서비스', '이슈', '개선']",고객지원팀 Chair 팀원
덴티움,제조,2023-12,Customer Service,CS Advisor,"['치과', '용', '의료', '장비', '설치', '방사선', '장비', '설치', '차량', '소지', '운전', '가능']","['영어', '가능', '중국어', '가능', '유']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '국내', '해외', '고객', '지원', '설치', '사용자', '교육', '온라인', '원격', '서비스', '이슈', '개선']",고객지원팀 CT 팀원
덴티움,제조,2023-12,Customer Service,CS Advisor,"['해외', '출장', '가능', '자', '차량', '소지', '운전', '가능', '외국어', '능통', '영어']","['영어', '가능', '중국어', '가능', '유', '가능']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '해외', '장애', '처리', '고객', '지원', '법인', '대리점', '기술', '교육', '서비스', '콘텐츠', '제작', '배포']",고객지원팀 해외CS 팀원
바이오리서치에이아이,"IT, 컨텐츠",2023-12,Bio,Medical,"['제약', '바이오', '생명공학', '화학', '전공', '전공자', '영어', '능통', '영문', '텍스트', '신약', '개발', '이해도']","['기술', '활용', '혁신', '제약', '바이오', '데이터베이스', '개발', '관심', '제약', '바이오', '분야', '사업', '개발', '연구', '기획', '팀', '애널', '리스트', '투자', '직', '경력', '제약', '바이오', '분야', '관련', '글', '정기', '작성자', '블로그', '기사', '티스토리', '최신', '트랜드', '지식', '목', '전공자', '세계', '최고', '제약', '바이오', '리서치', '전문가', '연구자', '기자', '애널', '리스트', '출신']","['제약', '바이오', '전문', '서비스', '데이터베이스', '검수', '제약', '바이오', '텍스트', '관련', '학습', '용', '데이터', '셋', '구축', '제약', '바이오', '데이터', '체계', '기획', '의사', '결정', '제약', '바이오', '전문', '콘텐츠', '작성']",제약바이오 Analyst/Researcher
덴티움,제조,2023-12,Management & Business,Project Manager,"['건축', '인테리어', '디자인', '관련', '전공자', '인테리어', '수주', '공무', '장소', '급', '실무']","['건축', '디자인', '관련', '자격증', '소지', '치과', '병', '의원', '인테리어', '공정', '계획', '수립', '견적', '산출', '가능', '디자인', '활용', '가능']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '치과', '병', '의원', '인테리어', '상담', '계약', '시공', '감리', '공사', '대금', '집행', '실적', '관리', '공무']",인테리어팀 PM 팀원
클래스팅(Classting),교육,2023-12,Sales,Inside Sales Specialist,"['고객', '온', '오프라인', '대화', '능', '설득', '커뮤니케이션', '강점', '영업', '지식', '소프트웨어', '서비스', '이해', '누구', '설명', '전달', '마케팅', '유', '의미', '성과', '창', '클래스', '터', '원칙', '부합']","['공공기관', '교육', '기관', '대상', '데이터', '분석', '영업', '전략', '프로세스', '최적화', '로서', '채용', '프로세스', '서류', '전형', '실무', '인터뷰', '최종', '인터뷰', '처우', '협의', '입사', '확정', '프로세스', '진행', '시', '전형', '순서', '변동', '생략', '레퍼런스', '체크', '진행', '계약', '형태', '정규직', '용', '개월']","['예산', '배부', '현황', '마켓', '리서치', '기반', '리드', '분류', '리드', '가망', '고객', '만들기', '위해', '관심', '고객', '문제', '이해', '아이디어', '해결', '책', '제시', '리드', '온도', '위해', '전화', '스텀', '메일', '자료', '제작', '배포', '마케팅', '방법', '성책', '기획', '실행', '육성', '리드', '스코어', '링', '적재']",영업 개발 / SDR (Sales Development Rep.)
덴티움,제조,2023-12,Design,Interior Designer,"['건축', '인테리어', '디자인', '관련', '전공자', '디자인', '프로그램', '능', '숙자']","['건축', '디자인', '관련', '자격증', '소지', '치과', '병', '의원', '인테리어']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '치과', '인테리어', '디자인', '설계']",인테리어팀 디자인/설계 팀원
덴티움,제조,2023-12,Logistics& Trade,Shipment,"['해당', '직무', '컴퓨터', '활용', '능력', '우수', '활용', '능력', '우수', '영림', '유', '영어', '우수']","['유통', '무역', '학', '전공자', '영어', '능통', '컴퓨터', '활용', '능력', '우수', '해당', '직무', '문서', '작성', '우수']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '거래', '선', '주문', '접수', '접수', '작성', '전산', '주문', '입력', '매출', '수금', '관리', '선적', '서류', '작성', '인보이스', '패킹', '리스트', '포워딩', '지원']",물류팀 수출입파트 팀원
덴티움,제조,2023-12,Logistics& Trade,Logistics Manager,['관련'],"['전산', '프로그램', '자재', '재고', '입출', '현장', '지게차', '운전', '가능']","['무조건', '근무시간', '형태', '정규직', '수습', '기간', '개월', '일시', '주', '담당', '임플란트', '제품', '물류', '현장', '관리', '상품', '분류', '피킹패킹']",물류팀 현장관리파트 담당자
에이트테크,"IT, 컨텐츠",2023-12,HR,Performance Evaluation,"['학력', '대졸', '이상', '경력', '팀', '급', '인사', '팀', '경력', '보유', '해외', '여행', '결격', '사유']","['스타트업', '시리즈', '경력', '능동', '진취']","['인사', '전반', '관리', '평가', '보상', '체계', '구축', '운영', '임', '직원', '교육', '수립', '운영']",인사(HR)팀장
바이와이제이,"판매, 유통",2023-12,Customer Service,MD,"['학력', '무관', '경력', '무관', '커뮤니케이션', '능력', '성실', '책임감', '패션', '센스', '패션', '트렌드', '캐치', '친화력', '커뮤니케이션', '스킬', '보유']","['인', '플루', '서유', '튜버', '네트워크', '종', '패션', '업계', '경력']","['인', '플루', '관련', '비즈니스', '기획', '진행', '인', '플루', '영업', '관련', '커뮤니케이션', '브랜드', '협업', '관련', '전반', '인', '플루', '운영', '관리']",VA스타일 플랫폼 인플루언서 사업부
